Id,preco
245,123456.78
246,123456.78
247,123456.78
248,123456.78
249,123456.78
250,123456.78
251,123456.78
252,123456.78
253,123456.78
254,123456.78
255,123456.78
256,123456.78
257,123456.78
258,123456.78
259,123456.78
260,123456.78
261,123456.78
262,123456.78
263,123456.78
264,123456.78
265,123456.78
266,123456.78
267,123456.78
268,123456.78
269,123456.78
270,123456.78
271,123456.78
272,123456.78
273,123456.78
274,123456.78
275,123456.78
276,123456.78
277,123456.78
278,123456.78
279,123456.78
280,123456.78
281,123456.78
282,123456.78
283,123456.78
284,123456.78
285,123456.78
286,123456.78
287,123456.78
288,123456.78
289,123456.78
290,123456.78
291,123456.78
292,123456.78
293,123456.78
294,123456.78
295,123456.78
296,123456.78
297,123456.78
298,123456.78
299,123456.78
300,123456.78
301,123456.78
302,123456.78
303,123456.78
304,123456.78
305,123456.78
306,123456.78
307,123456.78
308,123456.78
309,123456.78
310,123456.78
311,123456.78
312,123456.78
313,123456.78
314,123456.78
315,123456.78
316,123456.78
317,123456.78
318,123456.78
319,123456.78
320,123456.78
321,123456.78
322,123456.78
323,123456.78
324,123456.78
325,123456.78
326,123456.78
327,123456.78
328,123456.78
329,123456.78
330,123456.78
331,123456.78
332,123456.78
333,123456.78
334,123456.78
335,123456.78
336,123456.78
337,123456.78
338,123456.78
339,123456.78
340,123456.78
341,123456.78
342,123456.78
343,123456.78
344,123456.78
345,123456.78
346,123456.78
347,123456.78
348,123456.78
349,123456.78
350,123456.78
351,123456.78
352,123456.78
353,123456.78
354,123456.78
355,123456.78
356,123456.78
357,123456.78
358,123456.78
359,123456.78
360,123456.78
361,123456.78
362,123456.78
363,123456.78
364,123456.78
365,123456.78
366,123456.78
367,123456.78
368,123456.78
369,123456.78
370,123456.78
371,123456.78
372,123456.78
373,123456.78
374,123456.78
375,123456.78
376,123456.78
377,123456.78
378,123456.78
379,123456.78
380,123456.78
381,123456.78
382,123456.78
383,123456.78
384,123456.78
385,123456.78
386,123456.78
387,123456.78
388,123456.78
389,123456.78
390,123456.78
391,123456.78
392,123456.78
393,123456.78
394,123456.78
395,123456.78
396,123456.78
397,123456.78
398,123456.78
399,123456.78
400,123456.78
401,123456.78
402,123456.78
403,123456.78
404,123456.78
405,123456.78
406,123456.78
407,123456.78
408,123456.78
409,123456.78
410,123456.78
411,123456.78
412,123456.78
413,123456.78
414,123456.78
415,123456.78
416,123456.78
417,123456.78
418,123456.78
419,123456.78
420,123456.78
421,123456.78
422,123456.78
423,123456.78
424,123456.78
425,123456.78
426,123456.78
427,123456.78
428,123456.78
429,123456.78
430,123456.78
431,123456.78
432,123456.78
433,123456.78
434,123456.78
435,123456.78
436,123456.78
437,123456.78
438,123456.78
439,123456.78
440,123456.78
441,123456.78
442,123456.78
443,123456.78
444,123456.78
445,123456.78
446,123456.78
447,123456.78
448,123456.78
449,123456.78
450,123456.78
451,123456.78
452,123456.78
453,123456.78
454,123456.78
455,123456.78
456,123456.78
457,123456.78
458,123456.78
459,123456.78
460,123456.78
461,123456.78
462,123456.78
463,123456.78
464,123456.78
465,123456.78
466,123456.78
467,123456.78
468,123456.78
469,123456.78
470,123456.78
471,123456.78
472,123456.78
473,123456.78
474,123456.78
475,123456.78
476,123456.78
477,123456.78
478,123456.78
479,123456.78
480,123456.78
481,123456.78
482,123456.78
483,123456.78
484,123456.78
485,123456.78
486,123456.78
487,123456.78
488,123456.78
489,123456.78
490,123456.78
491,123456.78
492,123456.78
493,123456.78
494,123456.78
495,123456.78
496,123456.78
497,123456.78
498,123456.78
499,123456.78
500,123456.78
501,123456.78
502,123456.78
503,123456.78
504,123456.78
505,123456.78
506,123456.78
507,123456.78
508,123456.78
509,123456.78
510,123456.78
511,123456.78
512,123456.78
513,123456.78
514,123456.78
515,123456.78
516,123456.78
517,123456.78
518,123456.78
519,123456.78
520,123456.78
521,123456.78
522,123456.78
523,123456.78
524,123456.78
525,123456.78
526,123456.78
527,123456.78
528,123456.78
529,123456.78
530,123456.78
531,123456.78
532,123456.78
533,123456.78
534,123456.78
535,123456.78
536,123456.78
537,123456.78
538,123456.78
539,123456.78
540,123456.78
541,123456.78
542,123456.78
543,123456.78
544,123456.78
545,123456.78
546,123456.78
547,123456.78
548,123456.78
549,123456.78
550,123456.78
551,123456.78
552,123456.78
553,123456.78
554,123456.78
555,123456.78
556,123456.78
557,123456.78
558,123456.78
559,123456.78
560,123456.78
561,123456.78
562,123456.78
563,123456.78
564,123456.78
565,123456.78
566,123456.78
567,123456.78
568,123456.78
569,123456.78
570,123456.78
571,123456.78
572,123456.78
573,123456.78
574,123456.78
575,123456.78
576,123456.78
577,123456.78
578,123456.78
579,123456.78
580,123456.78
581,123456.78
582,123456.78
583,123456.78
584,123456.78
585,123456.78
586,123456.78
587,123456.78
588,123456.78
589,123456.78
590,123456.78
591,123456.78
592,123456.78
593,123456.78
594,123456.78
595,123456.78
596,123456.78
597,123456.78
598,123456.78
599,123456.78
600,123456.78
601,123456.78
602,123456.78
603,123456.78
604,123456.78
605,123456.78
606,123456.78
607,123456.78
608,123456.78
609,123456.78
610,123456.78
611,123456.78
612,123456.78
613,123456.78
614,123456.78
615,123456.78
616,123456.78
617,123456.78
618,123456.78
619,123456.78
620,123456.78
621,123456.78
622,123456.78
623,123456.78
624,123456.78
625,123456.78
626,123456.78
627,123456.78
628,123456.78
629,123456.78
630,123456.78
631,123456.78
632,123456.78
633,123456.78
634,123456.78
635,123456.78
636,123456.78
637,123456.78
638,123456.78
639,123456.78
640,123456.78
641,123456.78
642,123456.78
643,123456.78
644,123456.78
645,123456.78
646,123456.78
647,123456.78
648,123456.78
649,123456.78
650,123456.78
651,123456.78
652,123456.78
653,123456.78
654,123456.78
655,123456.78
656,123456.78
657,123456.78
658,123456.78
659,123456.78
660,123456.78
661,123456.78
662,123456.78
663,123456.78
664,123456.78
665,123456.78
666,123456.78
667,123456.78
668,123456.78
669,123456.78
670,123456.78
671,123456.78
672,123456.78
673,123456.78
674,123456.78
675,123456.78
676,123456.78
677,123456.78
678,123456.78
679,123456.78
680,123456.78
681,123456.78
682,123456.78
683,123456.78
684,123456.78
685,123456.78
686,123456.78
687,123456.78
688,123456.78
689,123456.78
690,123456.78
691,123456.78
692,123456.78
693,123456.78
694,123456.78
695,123456.78
696,123456.78
697,123456.78
698,123456.78
699,123456.78
700,123456.78
701,123456.78
702,123456.78
703,123456.78
704,123456.78
705,123456.78
706,123456.78
707,123456.78
708,123456.78
709,123456.78
710,123456.78
711,123456.78
712,123456.78
713,123456.78
714,123456.78
715,123456.78
716,123456.78
717,123456.78
718,123456.78
719,123456.78
720,123456.78
721,123456.78
722,123456.78
723,123456.78
724,123456.78
725,123456.78
726,123456.78
727,123456.78
728,123456.78
729,123456.78
730,123456.78
731,123456.78
732,123456.78
733,123456.78
734,123456.78
735,123456.78
736,123456.78
737,123456.78
738,123456.78
739,123456.78
740,123456.78
741,123456.78
742,123456.78
743,123456.78
744,123456.78
745,123456.78
746,123456.78
747,123456.78
748,123456.78
749,123456.78
750,123456.78
751,123456.78
752,123456.78
753,123456.78
754,123456.78
755,123456.78
756,123456.78
757,123456.78
758,123456.78
759,123456.78
760,123456.78
761,123456.78
762,123456.78
763,123456.78
764,123456.78
765,123456.78
766,123456.78
767,123456.78
768,123456.78
769,123456.78
770,123456.78
771,123456.78
772,123456.78
773,123456.78
774,123456.78
775,123456.78
776,123456.78
777,123456.78
778,123456.78
779,123456.78
780,123456.78
781,123456.78
782,123456.78
783,123456.78
784,123456.78
785,123456.78
786,123456.78
787,123456.78
788,123456.78
789,123456.78
790,123456.78
791,123456.78
792,123456.78
793,123456.78
794,123456.78
795,123456.78
796,123456.78
797,123456.78
798,123456.78
799,123456.78
800,123456.78
801,123456.78
802,123456.78
803,123456.78
804,123456.78
805,123456.78
806,123456.78
807,123456.78
808,123456.78
809,123456.78
810,123456.78
811,123456.78
812,123456.78
813,123456.78
814,123456.78
815,123456.78
816,123456.78
817,123456.78
818,123456.78
819,123456.78
820,123456.78
821,123456.78
822,123456.78
823,123456.78
824,123456.78
825,123456.78
826,123456.78
827,123456.78
828,123456.78
829,123456.78
830,123456.78
831,123456.78
832,123456.78
833,123456.78
834,123456.78
835,123456.78
836,123456.78
837,123456.78
838,123456.78
839,123456.78
840,123456.78
841,123456.78
842,123456.78
843,123456.78
844,123456.78
845,123456.78
846,123456.78
847,123456.78
848,123456.78
849,123456.78
850,123456.78
851,123456.78
852,123456.78
853,123456.78
854,123456.78
855,123456.78
856,123456.78
857,123456.78
858,123456.78
859,123456.78
860,123456.78
861,123456.78
862,123456.78
863,123456.78
864,123456.78
865,123456.78
866,123456.78
867,123456.78
868,123456.78
869,123456.78
870,123456.78
871,123456.78
872,123456.78
873,123456.78
874,123456.78
875,123456.78
876,123456.78
877,123456.78
878,123456.78
879,123456.78
880,123456.78
881,123456.78
882,123456.78
883,123456.78
884,123456.78
885,123456.78
886,123456.78
887,123456.78
888,123456.78
889,123456.78
890,123456.78
891,123456.78
892,123456.78
893,123456.78
894,123456.78
895,123456.78
896,123456.78
897,123456.78
898,123456.78
899,123456.78
900,123456.78
901,123456.78
902,123456.78
903,123456.78
904,123456.78
905,123456.78
906,123456.78
907,123456.78
908,123456.78
909,123456.78
910,123456.78
911,123456.78
912,123456.78
913,123456.78
914,123456.78
915,123456.78
916,123456.78
917,123456.78
918,123456.78
919,123456.78
920,123456.78
921,123456.78
922,123456.78
923,123456.78
924,123456.78
925,123456.78
926,123456.78
927,123456.78
928,123456.78
929,123456.78
930,123456.78
931,123456.78
932,123456.78
933,123456.78
934,123456.78
935,123456.78
936,123456.78
937,123456.78
938,123456.78
939,123456.78
940,123456.78
941,123456.78
942,123456.78
943,123456.78
944,123456.78
945,123456.78
946,123456.78
947,123456.78
948,123456.78
949,123456.78
950,123456.78
951,123456.78
952,123456.78
953,123456.78
954,123456.78
955,123456.78
956,123456.78
957,123456.78
958,123456.78
959,123456.78
960,123456.78
961,123456.78
962,123456.78
963,123456.78
964,123456.78
965,123456.78
966,123456.78
967,123456.78
968,123456.78
969,123456.78
970,123456.78
971,123456.78
972,123456.78
973,123456.78
974,123456.78
975,123456.78
976,123456.78
977,123456.78
978,123456.78
979,123456.78
980,123456.78
981,123456.78
982,123456.78
983,123456.78
984,123456.78
985,123456.78
986,123456.78
987,123456.78
988,123456.78
989,123456.78
990,123456.78
991,123456.78
992,123456.78
993,123456.78
994,123456.78
995,123456.78
996,123456.78
997,123456.78
998,123456.78
999,123456.78
1000,123456.78
1001,123456.78
1002,123456.78
1003,123456.78
1004,123456.78
1005,123456.78
1006,123456.78
1007,123456.78
1008,123456.78
1009,123456.78
1010,123456.78
1011,123456.78
1012,123456.78
1013,123456.78
1014,123456.78
1015,123456.78
1016,123456.78
1017,123456.78
1018,123456.78
1019,123456.78
1020,123456.78
1021,123456.78
1022,123456.78
1023,123456.78
1024,123456.78
1025,123456.78
1026,123456.78
1027,123456.78
1028,123456.78
1029,123456.78
1030,123456.78
1031,123456.78
1032,123456.78
1033,123456.78
1034,123456.78
1035,123456.78
1036,123456.78
1037,123456.78
1038,123456.78
1039,123456.78
1040,123456.78
1041,123456.78
1042,123456.78
1043,123456.78
1044,123456.78
1045,123456.78
1046,123456.78
1047,123456.78
1048,123456.78
1049,123456.78
1050,123456.78
1051,123456.78
1052,123456.78
1053,123456.78
1054,123456.78
1055,123456.78
1056,123456.78
1057,123456.78
1058,123456.78
1059,123456.78
1060,123456.78
1061,123456.78
1062,123456.78
1063,123456.78
1064,123456.78
1065,123456.78
1066,123456.78
1067,123456.78
1068,123456.78
1069,123456.78
1070,123456.78
1071,123456.78
1072,123456.78
1073,123456.78
1074,123456.78
1075,123456.78
1076,123456.78
1077,123456.78
1078,123456.78
1079,123456.78
1080,123456.78
1081,123456.78
1082,123456.78
1083,123456.78
1084,123456.78
1085,123456.78
1086,123456.78
1087,123456.78
1088,123456.78
1089,123456.78
1090,123456.78
1091,123456.78
1092,123456.78
1093,123456.78
1094,123456.78
1095,123456.78
1096,123456.78
1097,123456.78
1098,123456.78
1099,123456.78
1100,123456.78
1101,123456.78
1102,123456.78
1103,123456.78
1104,123456.78
1105,123456.78
1106,123456.78
1107,123456.78
1108,123456.78
1109,123456.78
1110,123456.78
1111,123456.78
1112,123456.78
1113,123456.78
1114,123456.78
1115,123456.78
1116,123456.78
1117,123456.78
1118,123456.78
1119,123456.78
1120,123456.78
1121,123456.78
1122,123456.78
1123,123456.78
1124,123456.78
1125,123456.78
1126,123456.78
1127,123456.78
1128,123456.78
1129,123456.78
1130,123456.78
1131,123456.78
1132,123456.78
1133,123456.78
1134,123456.78
1135,123456.78
1136,123456.78
1137,123456.78
1138,123456.78
1139,123456.78
1140,123456.78
1141,123456.78
1142,123456.78
1143,123456.78
1144,123456.78
1145,123456.78
1146,123456.78
1147,123456.78
1148,123456.78
1149,123456.78
1150,123456.78
1151,123456.78
1152,123456.78
1153,123456.78
1154,123456.78
1155,123456.78
1156,123456.78
1157,123456.78
1158,123456.78
1159,123456.78
1160,123456.78
1161,123456.78
1162,123456.78
1163,123456.78
1164,123456.78
1165,123456.78
1166,123456.78
1167,123456.78
1168,123456.78
1169,123456.78
1170,123456.78
1171,123456.78
1172,123456.78
1173,123456.78
1174,123456.78
1175,123456.78
1176,123456.78
1177,123456.78
1178,123456.78
1179,123456.78
1180,123456.78
1181,123456.78
1182,123456.78
1183,123456.78
1184,123456.78
1185,123456.78
1186,123456.78
1187,123456.78
1188,123456.78
1189,123456.78
1190,123456.78
1191,123456.78
1192,123456.78
1193,123456.78
1194,123456.78
1195,123456.78
1196,123456.78
1197,123456.78
1198,123456.78
1199,123456.78
1200,123456.78
1201,123456.78
1202,123456.78
1203,123456.78
1204,123456.78
1205,123456.78
1206,123456.78
1207,123456.78
1208,123456.78
1209,123456.78
1210,123456.78
1211,123456.78
1212,123456.78
1213,123456.78
1214,123456.78
1215,123456.78
1216,123456.78
1217,123456.78
1218,123456.78
1219,123456.78
1220,123456.78
1221,123456.78
1222,123456.78
1223,123456.78
1224,123456.78
1225,123456.78
1226,123456.78
1227,123456.78
1228,123456.78
1229,123456.78
1230,123456.78
1231,123456.78
1232,123456.78
1233,123456.78
1234,123456.78
1235,123456.78
1236,123456.78
1237,123456.78
1238,123456.78
1239,123456.78
1240,123456.78
1241,123456.78
1242,123456.78
1243,123456.78
1244,123456.78
1245,123456.78
1246,123456.78
1247,123456.78
1248,123456.78
1249,123456.78
1250,123456.78
1251,123456.78
1252,123456.78
1253,123456.78
1254,123456.78
1255,123456.78
1256,123456.78
1257,123456.78
1258,123456.78
1259,123456.78
1260,123456.78
1261,123456.78
1262,123456.78
1263,123456.78
1264,123456.78
1265,123456.78
1266,123456.78
1267,123456.78
1268,123456.78
1269,123456.78
1270,123456.78
1271,123456.78
1272,123456.78
1273,123456.78
1274,123456.78
1275,123456.78
1276,123456.78
1277,123456.78
1278,123456.78
1279,123456.78
1280,123456.78
1281,123456.78
1282,123456.78
1283,123456.78
1284,123456.78
1285,123456.78
1286,123456.78
1287,123456.78
1288,123456.78
1289,123456.78
1290,123456.78
1291,123456.78
1292,123456.78
1293,123456.78
1294,123456.78
1295,123456.78
1296,123456.78
1297,123456.78
1298,123456.78
1299,123456.78
1300,123456.78
1301,123456.78
1302,123456.78
1303,123456.78
1304,123456.78
1305,123456.78
1306,123456.78
1307,123456.78
1308,123456.78
1309,123456.78
1310,123456.78
1311,123456.78
1312,123456.78
1313,123456.78
1314,123456.78
1315,123456.78
1316,123456.78
1317,123456.78
1318,123456.78
1319,123456.78
1320,123456.78
1321,123456.78
1322,123456.78
1323,123456.78
1324,123456.78
1325,123456.78
1326,123456.78
1327,123456.78
1328,123456.78
1329,123456.78
1330,123456.78
1331,123456.78
1332,123456.78
1333,123456.78
1334,123456.78
1335,123456.78
1336,123456.78
1337,123456.78
1338,123456.78
1339,123456.78
1340,123456.78
1341,123456.78
1342,123456.78
1343,123456.78
1344,123456.78
1345,123456.78
1346,123456.78
1347,123456.78
1348,123456.78
1349,123456.78
1350,123456.78
1351,123456.78
1352,123456.78
1353,123456.78
1354,123456.78
1355,123456.78
1356,123456.78
1357,123456.78
1358,123456.78
1359,123456.78
1360,123456.78
1361,123456.78
1362,123456.78
1363,123456.78
1364,123456.78
1365,123456.78
1366,123456.78
1367,123456.78
1368,123456.78
1369,123456.78
1370,123456.78
1371,123456.78
1372,123456.78
1373,123456.78
1374,123456.78
1375,123456.78
1376,123456.78
1377,123456.78
1378,123456.78
1379,123456.78
1380,123456.78
1381,123456.78
1382,123456.78
1383,123456.78
1384,123456.78
1385,123456.78
1386,123456.78
1387,123456.78
1388,123456.78
1389,123456.78
1390,123456.78
1391,123456.78
1392,123456.78
1393,123456.78
1394,123456.78
1395,123456.78
1396,123456.78
1397,123456.78
1398,123456.78
1399,123456.78
1400,123456.78
1401,123456.78
1402,123456.78
1403,123456.78
1404,123456.78
1405,123456.78
1406,123456.78
1407,123456.78
1408,123456.78
1409,123456.78
1410,123456.78
1411,123456.78
1412,123456.78
1413,123456.78
1414,123456.78
1415,123456.78
1416,123456.78
1417,123456.78
1418,123456.78
1419,123456.78
1420,123456.78
1421,123456.78
1422,123456.78
1423,123456.78
1424,123456.78
1425,123456.78
1426,123456.78
1427,123456.78
1428,123456.78
1429,123456.78
1430,123456.78
1431,123456.78
1432,123456.78
1433,123456.78
1434,123456.78
1435,123456.78
1436,123456.78
1437,123456.78
1438,123456.78
1439,123456.78
1440,123456.78
1441,123456.78
1442,123456.78
1443,123456.78
1444,123456.78
1445,123456.78
1446,123456.78
1447,123456.78
1448,123456.78
1449,123456.78
1450,123456.78
1451,123456.78
1452,123456.78
1453,123456.78
1454,123456.78
1455,123456.78
1456,123456.78
1457,123456.78
1458,123456.78
1459,123456.78
1460,123456.78
1461,123456.78
1462,123456.78
1463,123456.78
1464,123456.78
1465,123456.78
1466,123456.78
1467,123456.78
1468,123456.78
1469,123456.78
1470,123456.78
1471,123456.78
1472,123456.78
1473,123456.78
1474,123456.78
1475,123456.78
1476,123456.78
1477,123456.78
1478,123456.78
1479,123456.78
1480,123456.78
1481,123456.78
1482,123456.78
1483,123456.78
1484,123456.78
1485,123456.78
1486,123456.78
1487,123456.78
1488,123456.78
1489,123456.78
1490,123456.78
1491,123456.78
1492,123456.78
1493,123456.78
1494,123456.78
1495,123456.78
1496,123456.78
1497,123456.78
1498,123456.78
1499,123456.78
1500,123456.78
1501,123456.78
1502,123456.78
1503,123456.78
1504,123456.78
1505,123456.78
1506,123456.78
1507,123456.78
1508,123456.78
1509,123456.78
1510,123456.78
1511,123456.78
1512,123456.78
1513,123456.78
1514,123456.78
1515,123456.78
1516,123456.78
1517,123456.78
1518,123456.78
1519,123456.78
1520,123456.78
1521,123456.78
1522,123456.78
1523,123456.78
1524,123456.78
1525,123456.78
1526,123456.78
1527,123456.78
1528,123456.78
1529,123456.78
1530,123456.78
1531,123456.78
1532,123456.78
1533,123456.78
1534,123456.78
1535,123456.78
1536,123456.78
1537,123456.78
1538,123456.78
1539,123456.78
1540,123456.78
1541,123456.78
1542,123456.78
1543,123456.78
1544,123456.78
1545,123456.78
1546,123456.78
1547,123456.78
1548,123456.78
1549,123456.78
1550,123456.78
1551,123456.78
1552,123456.78
1553,123456.78
1554,123456.78
1555,123456.78
1556,123456.78
1557,123456.78
1558,123456.78
1559,123456.78
1560,123456.78
1561,123456.78
1562,123456.78
1563,123456.78
1564,123456.78
1565,123456.78
1566,123456.78
1567,123456.78
1568,123456.78
1569,123456.78
1570,123456.78
1571,123456.78
1572,123456.78
1573,123456.78
1574,123456.78
1575,123456.78
1576,123456.78
1577,123456.78
1578,123456.78
1579,123456.78
1580,123456.78
1581,123456.78
1582,123456.78
1583,123456.78
1584,123456.78
1585,123456.78
1586,123456.78
1587,123456.78
1588,123456.78
1589,123456.78
1590,123456.78
1591,123456.78
1592,123456.78
1593,123456.78
1594,123456.78
1595,123456.78
1596,123456.78
1597,123456.78
1598,123456.78
1599,123456.78
1600,123456.78
1601,123456.78
1602,123456.78
1603,123456.78
1604,123456.78
1605,123456.78
1606,123456.78
1607,123456.78
1608,123456.78
1609,123456.78
1610,123456.78
1611,123456.78
1612,123456.78
1613,123456.78
1614,123456.78
1615,123456.78
1616,123456.78
1617,123456.78
1618,123456.78
1619,123456.78
1620,123456.78
1621,123456.78
1622,123456.78
1623,123456.78
1624,123456.78
1625,123456.78
1626,123456.78
1627,123456.78
1628,123456.78
1629,123456.78
1630,123456.78
1631,123456.78
1632,123456.78
1633,123456.78
1634,123456.78
1635,123456.78
1636,123456.78
1637,123456.78
1638,123456.78
1639,123456.78
1640,123456.78
1641,123456.78
1642,123456.78
1643,123456.78
1644,123456.78
1645,123456.78
1646,123456.78
1647,123456.78
1648,123456.78
1649,123456.78
1650,123456.78
1651,123456.78
1652,123456.78
1653,123456.78
1654,123456.78
1655,123456.78
1656,123456.78
1657,123456.78
1658,123456.78
1659,123456.78
1660,123456.78
1661,123456.78
1662,123456.78
1663,123456.78
1664,123456.78
1665,123456.78
1666,123456.78
1667,123456.78
1668,123456.78
1669,123456.78
1670,123456.78
1671,123456.78
1672,123456.78
1673,123456.78
1674,123456.78
1675,123456.78
1676,123456.78
1677,123456.78
1678,123456.78
1679,123456.78
1680,123456.78
1681,123456.78
1682,123456.78
1683,123456.78
1684,123456.78
1685,123456.78
1686,123456.78
1687,123456.78
1688,123456.78
1689,123456.78
1690,123456.78
1691,123456.78
1692,123456.78
1693,123456.78
1694,123456.78
1695,123456.78
1696,123456.78
1697,123456.78
1698,123456.78
1699,123456.78
1700,123456.78
1701,123456.78
1702,123456.78
1703,123456.78
1704,123456.78
1705,123456.78
1706,123456.78
1707,123456.78
1708,123456.78
1709,123456.78
1710,123456.78
1711,123456.78
1712,123456.78
1713,123456.78
1714,123456.78
1715,123456.78
1716,123456.78
1717,123456.78
1718,123456.78
1719,123456.78
1720,123456.78
1721,123456.78
1722,123456.78
1723,123456.78
1724,123456.78
1725,123456.78
1726,123456.78
1727,123456.78
1728,123456.78
1729,123456.78
1730,123456.78
1731,123456.78
1732,123456.78
1733,123456.78
1734,123456.78
1735,123456.78
1736,123456.78
1737,123456.78
1738,123456.78
1739,123456.78
1740,123456.78
1741,123456.78
1742,123456.78
1743,123456.78
1744,123456.78
1745,123456.78
1746,123456.78
1747,123456.78
1748,123456.78
1749,123456.78
1750,123456.78
1751,123456.78
1752,123456.78
1753,123456.78
1754,123456.78
1755,123456.78
1756,123456.78
1757,123456.78
1758,123456.78
1759,123456.78
1760,123456.78
1761,123456.78
1762,123456.78
1763,123456.78
1764,123456.78
1765,123456.78
1766,123456.78
1767,123456.78
1768,123456.78
1769,123456.78
1770,123456.78
1771,123456.78
1772,123456.78
1773,123456.78
1774,123456.78
1775,123456.78
1776,123456.78
1777,123456.78
1778,123456.78
1779,123456.78
1780,123456.78
1781,123456.78
1782,123456.78
1783,123456.78
1784,123456.78
1785,123456.78
1786,123456.78
1787,123456.78
1788,123456.78
1789,123456.78
1790,123456.78
1791,123456.78
1792,123456.78
1793,123456.78
1794,123456.78
1795,123456.78
1796,123456.78
1797,123456.78
1798,123456.78
1799,123456.78
1800,123456.78
1801,123456.78
1802,123456.78
1803,123456.78
1804,123456.78
1805,123456.78
1806,123456.78
1807,123456.78
1808,123456.78
1809,123456.78
1810,123456.78
1811,123456.78
1812,123456.78
1813,123456.78
1814,123456.78
1815,123456.78
1816,123456.78
1817,123456.78
1818,123456.78
1819,123456.78
1820,123456.78
1821,123456.78
1822,123456.78
1823,123456.78
1824,123456.78
1825,123456.78
1826,123456.78
1827,123456.78
1828,123456.78
1829,123456.78
1830,123456.78
1831,123456.78
1832,123456.78
1833,123456.78
1834,123456.78
1835,123456.78
1836,123456.78
1837,123456.78
1838,123456.78
1839,123456.78
1840,123456.78
1841,123456.78
1842,123456.78
1843,123456.78
1844,123456.78
1845,123456.78
1846,123456.78
1847,123456.78
1848,123456.78
1849,123456.78
1850,123456.78
1851,123456.78
1852,123456.78
1853,123456.78
1854,123456.78
1855,123456.78
1856,123456.78
1857,123456.78
1858,123456.78
1859,123456.78
1860,123456.78
1861,123456.78
1862,123456.78
1863,123456.78
1864,123456.78
1865,123456.78
1866,123456.78
1867,123456.78
1868,123456.78
1869,123456.78
1870,123456.78
1871,123456.78
1872,123456.78
